"species","taxa_name","mean_life_expect","life_time_La","mean_repo_rate","mean_repo_rate_stable_state","gen_time","M_rep_lif_exp","matrix_size","surv_95","surv_99","gini","mxlxsd","surv_sd","mass_g","parental_care","repo_type","mobility","trophic_level","habitat_ecology","habitat","min_max","met_type","animal","met_type.1"
"Pernis_apivorus","Aves",5.57598958333333,4,0.202,0.128109042707935,8.95121472036346,5.20833333333333,4,16,34,0.725501004899714,0.0236954378992583,0.0187135267070482,762.5,"yes","oviparous","volant","insectivore","terrestrial","terrestrial",34,"endo","Pernis_apivorus","endo"
"Phalacrocorax_auritus","Aves",2.7147702208589,4,0.8445,0.366200382626643,9.15427509473151,6.13496932515337,4,12,34,0.675895871305644,0.0351621645320586,0.0436070975181222,1876.5,"yes","oviparous","volant","carnivore","pelagic","marine",34,"endo","Phalacrocorax_auritus","endo"
"Phoebastria_immutabilis","Aves",5.72061168691254,9.00000000000002,0.336,0.158722443386169,20.5053142995948,11.9047619047619,9,26,70,0.681871700483443,0.0159131831119704,0.0458971887189709,3050,"yes","oviparous","volant","carnivore-scavanger","pelagic","marine",70,"endo","Phoebastria_immutabilis","endo"
"Sternula_antillarum","Aves",4.11301422310801,3,0.562,0.305804152121451,6.67971045738967,5.9833671978762,14,15,15,0.435962220989803,0.0623751592612469,0.0199521742320544,46.85,"yes","oviparous","volant","carnivore","pelagic","marine",15,"endo","Sternula_antillarum","endo"
"Sterna_hirundo","Aves",5.39745142857143,1,0.658,0.517209090475224,9.81558718487637,5.39745142857143,5,27,81,0.645098115008807,0.0744298825698607,0.0574561444698859,124,"yes","oviparous","volant","carnivore","pelagic","marine",81,"endo","Sterna_hirundo","endo"
"Sterna_hirundo","Aves",3.4245536,2,0.2125,0.268999527993121,13.4110102953561,8.65912,5,17,54,0.617612431332882,0.0180542445177329,0.0538696707943562,124,"yes","oviparous","volant","carnivore","pelagic","marine",54,"endo","Sterna_hirundo","endo"
"Strix_occidentalis","Aves",4.71370910549805,2,0.258116229333333,0.245252367608735,6.26553036565805,5.37697866609059,3,15,32,0.699456957882985,0.0462993841541977,0.0222821554749257,609.5,"yes","oviparous","volant","carnivore","terrestrial","terrestrial",32,"endo","Strix_occidentalis","endo"
"Turdus_torquatus","Aves",1.07422473181239,2,2.284688875,0.465754908089487,3.30978081234802,1.71121384098203,2,2,7,0.66282074373957,0.0149902456831313,0.0218150425163361,109,"yes","oviparous","volant","omnivore","terrestrial","terrestrial",7,"endo","Turdus_torquatus","endo"
"Turdus_torquatus","Aves",1.10595114382413,2,2.40098333333333,0.518099156366409,3.30241085791968,1.81219958261419,2,3,8,0.678330029976607,0.0218433497143593,0.0236732264062631,109,"yes","oviparous","volant","omnivore","terrestrial","terrestrial",8,"endo","Turdus_torquatus","endo"
"Turdus_torquatus","Aves",1.04584761921846,2,2.16839441666667,0.40934547936036,3.37500803364078,1.62088897980275,2,2,6,0.640229876311484,0.0090457379264185,0.0198300006273843,109,"yes","oviparous","volant","omnivore","terrestrial","terrestrial",6,"endo","Turdus_torquatus","endo"
"Vermivora_chrysoptera","Aves",1.41332116788321,1,0.4775,0.450595089808165,3.6557280380934,1.41332116788321,2,4,9,0.708698824704087,0.0217109497859835,0.0232789401730244,8.9,"yes","oviparous","volant","insectivore","semiarboreal","terrestrial",9,"endo","Vermivora_chrysoptera","endo"
