"species","taxa_name","mean_life_expect","life_time_La","mean_repo_rate","mean_repo_rate_stable_state","gen_time","M_rep_lif_exp","matrix_size","surv_95","surv_99","gini","mxlxsd","surv_sd","mass_g","parental_care","repo_type","mobility","trophic_level","habitat_ecology","habitat","min_max","met_type","animal","met_type.1"
"Papio_cynocephalus","Mammalia",17.9352161896301,6.99999999999999,0.146373013513514,0.117851128034644,21.8596883307941,21.512116612677,8,61,146,0.700447990252878,0.031401720074205,0.0237522027063332,17851.25,"yes","viviparous","terrestrial","omnivore","terrestrial","terrestrial",146,"endo","Papio_cynocephalus","endo"
"Martes_pennanti","Mammalia",2.98943661971831,3,0.360666666666667,0.217291112104118,6.20649430013694,3.52112676056338,5,10,21,0.709291526734908,0.0272983812227163,0.0258874036818366,3175,"yes","viviparous","terrestrial","carnivore","terrestrial","terrestrial",21,"endo","Martes_pennanti","endo"
"Phocarctos_hookeri","Mammalia",3.17308768320251,2,0.209082375,0.187097519424043,16.8935331415407,11.7464199092027,5,17,49,0.561037669523632,0.00804135565641551,0.0551552466721733,273499.99,"yes","viviparous","m_pelagic","carnivore","pelagic","marine",49,"endo","Phocarctos_hookeri","endo"
"Propithecus_edwardsi","Mammalia",9.5859522582861,3.54559505409583,0.25,0.161682877227583,17.005059897631,18.5185185185185,3,41,112,0.671528289254126,0.0212231289906641,0.0470914191181235,6568.99,"yes","viviparous","arboreal","herbivore","arboreal","terrestrial",112,"endo","Propithecus_edwardsi","endo"
"Propithecus_edwardsi","Mammalia",9.5859522582861,3.54559505409583,0.086,0.0712004699937175,25.0601749868806,18.5185185185185,3,41,112,0.671528289254126,0.00730075637278845,0.0470914191181235,6568.99,"yes","viviparous","arboreal","herbivore","arboreal","terrestrial",112,"endo","Propithecus_edwardsi","endo"
"Propithecus_verreauxi","Mammalia",13.9096926749577,7,0.0505774236727534,0.0576670752448885,21.962546131255,13.7224859247933,8,41,93,0.712768499456323,0.0114231642655774,0.0179834235904453,3588.26,"yes","viviparous","arboreal","herbivore","semiarboreal","terrestrial",93,"endo","Propithecus_verreauxi","endo"
"Rangifer_tarandus","Mammalia",4.83637092649903,3,0.733571428571429,0.375912082433845,6.94007530482337,7.41415761444229,16,17,17,0.423641570767636,0.0952807413301943,0.0201504044167576,101250,"yes","viviparous","terrestrial","herbivore","terrestrial","terrestrial",17,"endo","Rangifer_tarandus","endo"
"Rangifer_tarandus","Mammalia",6.734162815755,3,0.825714285714286,0.378998826707173,6.9218309664654,7.73790557986883,16,17,17,0.401107703911634,0.151098295966467,0.0128241515349484,101250,"yes","viviparous","terrestrial","herbivore","terrestrial","terrestrial",17,"endo","Rangifer_tarandus","endo"
"Urocitellus_armatus","Mammalia",1.59010394060537,1,0.747888888888889,0.621824192558519,3.54720147044244,1.59010394060537,3,5,9,0.73894792756784,0.0449385847689298,0.0220282134452167,310.4,"yes","viviparous","semifossorial","herbivore","semifossorial","terrestrial",9,"endo","Urocitellus_armatus","endo"
"Tamiasciurus_hudsonicus","Mammalia",1.8249339761194,1,0.69375,0.555486802008556,3.67476308600911,1.8249339761194,8,7,10,0.650740934576338,0.0763489797059182,0.0221401210358401,210.8,"yes","viviparous","arboreal","herbivore","semiarboreal","terrestrial",10,"endo","Tamiasciurus_hudsonicus","endo"
"Urocyon_littoralis","Mammalia",1.41684210526316,2,0.47,0.295721387809607,3.72385492790665,1.89473684210526,3,4,9,0.643398179173014,0.0131691922724361,0.0230011582154356,1906.835,"yes","viviparous","terrestrial","carnivore","semiarboreal","terrestrial",9,"endo","Urocyon_littoralis","endo"
"Urocyon_littoralis","Mammalia",1.64571843090873,2,0.47,0.313533821788624,3.88075330872419,2.11157106248768,3,5,11,0.670658515288559,0.0204842676425637,0.0245159052796711,1906.835,"yes","viviparous","terrestrial","carnivore","semiarboreal","terrestrial",11,"endo","Urocyon_littoralis","endo"
"Ursus_americanus","Mammalia",3.91770763636364,4.99999999999999,0.39,0.19198668436847,10.9537257845747,6.06060606060606,5,14,36,0.696639059888599,0.0208977087551418,0.0330977234261364,132405,"yes","viviparous","terrestrial","omnivore","terrestrial","terrestrial",36,"endo","Ursus_americanus","endo"
"Ursus_americanus","Mammalia",2.45098039215686,4,0.425,0.186724807422428,6.12530542604182,2.45098039215686,4,7,15,0.74283948266008,0.014899411096822,0.0231032491160076,132405,"yes","viviparous","terrestrial","omnivore","terrestrial","terrestrial",15,"endo","Ursus_americanus","endo"
"Ursus_americanus","Mammalia",5.19095477386935,4.01005025125628,0.891,0.246504621658921,11.2641084050397,10,4,22,59,0.663192355112061,0.0302332544758002,0.0403423300502838,132405,"yes","viviparous","terrestrial","omnivore","terrestrial","terrestrial",59,"endo","Ursus_americanus","endo"
"Ursus_americanus","Mammalia",2.00320018964087,3.81818181818182,0.306,0.125782152270151,7.51618735517315,2.52933507170795,4,7,15,0.630522360824332,0.00356327127794931,0.0269418647957973,132405,"yes","viviparous","terrestrial","omnivore","terrestrial","terrestrial",15,"endo","Ursus_americanus","endo"
"Ursus_maritimus","Mammalia",8.63521441942657,8.56983651221283,0.45856,0.0500372329320113,18.4906705292048,9.73040923416201,6,28,64,0.730399864830563,0.00791210377437501,0.0232652135302478,371703.81,"yes","viviparous","terrestrial","carnivore-scavanger","semiaquatic","terrestrial",64,"endo","Ursus_maritimus","endo"
"Zalophus_californianus","Mammalia",3.85517845169315,3.5483300154833,0.378571428571429,0.203875620789823,7.63681754290447,4.58115183246073,3,13,28,0.672500374171361,0.0261168817203449,0.0256749788697062,158597.43,"yes","viviparous","m_pelagic","carnivore","pelagic","marine",28,"endo","Zalophus_californianus","endo"
"Zalophus_californianus","Mammalia",6.74059180787044,5.11526479750779,0.149,0.0758529051442102,7.99916979800424,2.9673590504451,3,15,26,0.667838151415913,0.0158974427599591,0.0121854036813029,158597.43,"yes","viviparous","m_pelagic","carnivore","pelagic","marine",26,"endo","Zalophus_californianus","endo"
"Zalophus_californianus","Mammalia",3.24247887323944,3.25,0.53,0.233167876967844,5.34617964552764,2.8169014084507,3,9,18,0.714427297712508,0.0345523076474259,0.0204050339591348,158597.43,"yes","viviparous","m_pelagic","carnivore","pelagic","marine",18,"endo","Zalophus_californianus","endo"
"Zalophus_californianus","Mammalia",2.93058059513424,3.10497237569061,0.528,0.277556214337865,12.1678112602929,8.7719298245614,3,13,45,0.631932694210002,0.016868047755142,0.0511893529824122,158597.43,"yes","viviparous","m_pelagic","carnivore","pelagic","marine",45,"endo","Zalophus_californianus","endo"
"Zalophus_californianus","Mammalia",6.40998827667057,3.17233294255569,0.456,0.277350020951566,16.3466152293294,20,3,35,111,0.65189012475763,0.0256221313489487,0.0729030558161507,158597.43,"yes","viviparous","m_pelagic","carnivore","pelagic","marine",111,"endo","Zalophus_californianus","endo"
"Zalophus_californianus","Mammalia",3.90190076738159,3.85528756957328,0.307,0.182594396834372,7.27092851913562,3.89105058365759,3,12,26,0.686614696476062,0.0259990382679275,0.0242773198092,158597.43,"yes","viviparous","m_pelagic","carnivore","pelagic","marine",26,"endo","Zalophus_californianus","endo"
"Zalophus_californianus","Mammalia",5.37640546618232,4.12765957446809,0.207,0.113322101075523,8.08641258632627,4.0650406504065,3,14,27,0.661969851054287,0.0176413140294289,0.0150634065972751,158597.43,"yes","viviparous","m_pelagic","carnivore","pelagic","marine",27,"endo","Zalophus_californianus","endo"
"Zalophus_californianus","Mammalia",3.28000411303364,3.57977883096367,0.473,0.257103816724678,9.02530634516341,5.91715976331361,3,13,34,0.653099108399327,0.0242949750903692,0.0377048537577513,158597.43,"yes","viviparous","m_pelagic","carnivore","pelagic","marine",34,"endo","Zalophus_californianus","endo"
"Homo_sapiens","Mammalia",64.6255828397212,17.0000000000001,0.0316320585594535,0.0400741921251828,32.0538777097656,53.1182955528035,100,98,90,0.793472915804456,0.052801641539258,0.00964924599697215,62035,"yes","viviparous","terrestrial","omnivore","terrestrial","terrestrial",98,"endo","Homo_sapiens","endo"
"Homo_sapiens","Mammalia",74.040709412924,17,0.0341826549893204,0.043147425734917,30.5451869046232,59.3052160375807,100,98,92,0.796634527272183,0.0621670882781002,0.0125031199771302,62035,"yes","viviparous","terrestrial","omnivore","terrestrial","terrestrial",98,"endo","Homo_sapiens","endo"
"Homo_sapiens","Mammalia",50.6722419469041,17,0.0399555069310352,0.04713422443017,32.9075782938552,47.9066403404242,100,96,87,0.771389808996388,0.0499357043738295,0.0127445591820724,62035,"yes","viviparous","terrestrial","omnivore","terrestrial","terrestrial",96,"endo","Homo_sapiens","endo"
"Homo_sapiens","Mammalia",77.4027074091066,16.0000000000001,0.019694093672559,0.0289113896047937,27.840815970258,63.2479546141046,100,100,94,0.819445252308064,0.0385565099058699,0.0136317297425914,62035,"yes","viviparous","terrestrial","omnivore","terrestrial","terrestrial",100,"endo","Homo_sapiens","endo"
"Homo_sapiens","Mammalia",62.2190961174327,18,0.0293208002530463,0.0398259373652892,30.0442110060209,51.7737536357272,100,97,89,0.807557535266556,0.049662186350577,0.0095251384196095,62035,"yes","viviparous","terrestrial","omnivore","terrestrial","terrestrial",97,"endo","Homo_sapiens","endo"
"Homo_sapiens","Mammalia",74.9861766781014,19.0000000000001,0.0189250322233124,0.0278492169723548,28.4035835245343,58.0894753096609,100,99,92,0.85508015212332,0.042877716524482,0.0126007408449644,62035,"yes","viviparous","terrestrial","omnivore","terrestrial","terrestrial",99,"endo","Homo_sapiens","endo"
